date,clothing,coffee,cosmetics,dessert,education,food,fuel,health,market & shopping,money_transfer,other,subscriptions,transportation,travel,total_spent,log_total_spent,phase,weekday,is_weekend
2024-12-02,0.0,150.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,5.351858133476067,Luteal,0,0
2024-12-03,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,5.420534999272286,Luteal,1,0
2024-12-04,0.0,0.0,0.0,0.0,0.0,329.0,0.0,0.0,0.0,204.43,0.0,0.0,0.0,0.0,533.4300000000001,6.281200758371324,Follicular,2,0
2024-12-05,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,254.43,0.0,0.0,0.0,0.0,314.43,5.753936787316924,Follicular,3,0
2024-12-06,0.0,250.0,0.0,0.0,199.0,195.0,0.0,0.0,0.0,224.43,0.0,0.0,0.0,0.0,868.4300000000001,6.7678378245156,Follicular,4,0
2024-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.43,0.0,0.0,0.0,0.0,134.43,4.90845490166728,Follicular,5,1
2024-12-08,279.0,0.0,0.0,0.0,0.0,181.99,0.0,0.0,51.75,179.43,915.0,0.0,0.0,0.0,1607.17,7.382852165543834,Follicular,6,1
2024-12-09,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,6.5,104.43,0.0,0.0,0.0,0.0,289.93,5.673082688406564,Follicular,0,0
2024-12-10,0.0,60.0,0.0,0.0,500.0,0.0,0.0,0.0,2898.0,0.0,0.0,0.0,0.0,482.0,3940.0,8.279189777195004,Ovulation,1,0
2024-12-11,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,475.0,0.0,60.0,0.0,1085.0,6.990256500493881,Ovulation,2,0
2024-12-12,0.0,0.0,0.0,0.0,29.9,260.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,369.9,5.915932484495545,Luteal,3,0
2024-12-13,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,2063.0,7.6324011266014535,Luteal,4,0
2024-12-14,0.0,0.0,341.25,0.0,0.0,1522.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1953.25,7.57776176710044,Luteal,5,1
2024-12-15,1297.98,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.43,0.0,0.0,647.99,0.0,2660.3999999999996,7.886607579109642,Luteal,6,1
2024-12-16,0.0,0.0,0.0,65.0,560.0,0.0,0.0,364.0,0.0,284.43,0.0,0.0,103.0,0.0,1376.43,7.227974723038943,Luteal,0,0
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,320.9,0.0,200.0,0.0,624.4,6.438391445023741,Luteal,3,0
2024-12-20,0.0,0.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,0.0,190.0,0.0,50.0,0.0,519.0,6.253828811575473,Luteal,4,0
2024-12-21,296.92,100.0,0.0,0.0,60.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.92,7.083320731279084,Luteal,5,1
2024-12-22,0.0,0.0,0.0,0.0,539.5,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.5,6.846411648741085,Luteal,6,1
2024-12-24,0.0,55.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,6.461468176353717,Unknown,1,0
2024-12-25,1825.6100000000001,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1965.6100000000001,7.58406652725126,Unknown,2,0
2024-12-26,2339.96,0.0,0.0,0.0,500.0,0.0,0.0,0.0,79.8,0.0,0.0,59.99,0.0,0.0,2979.75,7.999930225686241,Unknown,3,0
2024-12-27,0.0,200.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,700.0,6.55250788703459,Menstruation,4,0
2024-12-28,0.0,100.0,0.0,0.0,0.0,220.0,0.0,0.0,83.05,0.0,0.0,0.0,0.0,0.0,403.05,6.001538632679456,Menstruation,5,1
2024-12-29,0.0,190.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,6.666956792429207,Menstruation,6,1
2024-12-30,0.0,200.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,480.0,6.175867270105761,Menstruation,0,0
2024-12-31,394.99,0.0,0.0,0.0,79.8,1898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2372.79,7.772243112958717,Menstruation,1,0
2025-01-01,0.0,50.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,565.0,6.338594078203183,Menstruation,2,0
2025-01-02,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,5.327876168789581,Menstruation,3,0
2025-01-04,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3759.98,4094.98,8.317761283894923,Follicular,5,1
2025-01-05,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,5.993961427306569,Follicular,6,1
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91410.86,0.0,0.0,0.0,0.0,91410.86,11.423130508324013,Follicular,1,0
2025-01-08,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,304.43,22143.760000000002,0.0,0.0,0.0,22578.190000000002,10.024783964606723,Follicular,2,0
2025-01-09,0.0,0.0,0.0,0.0,0.0,445.0,0.0,0.0,0.0,234.43,0.0,0.0,0.0,0.0,679.4300000000001,6.522724951260455,Follicular,3,0
2025-01-10,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,6.311734809152915,Follicular,4,0
2025-01-11,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,5.442417710521793,Follicular,5,1
2025-01-12,0.0,0.0,0.0,0.0,0.0,935.0,0.0,0.0,0.0,0.0,210.0,0.0,0.0,0.0,1145.0,7.044032897274685,Ovulation,6,1
2025-01-13,0.0,0.0,248.85,0.0,0.0,885.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0,0.0,1207.85,7.09742477343863,Ovulation,0,0
2025-01-14,0.0,170.0,0.0,0.0,293.4,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.4,6.299684270777311,Luteal,1,0
2025-01-15,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.8199999999999,0.0,640.3299999999999,0.0,6355.15,8.757178127126407,Luteal,2,0
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8415.65,8415.65,9.037967165835417,Menstruation,2,0
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.39,0.0,0.0,0.0,0.0,706.39,6.561582140397784,Luteal,3,0
2025-01-24,0.0,0.0,0.0,0.0,0.0,368.99,0.0,0.0,0.0,0.0,0.0,0.0,474.6,0.0,843.59,6.738851302505526,Menstruation,4,0
2025-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12616.82,12616.82,9.44286537949377,Menstruation,5,1
2025-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99,0.0,0.0,59.99,4.110709916308365,Menstruation,6,1
2025-01-29,0.0,0.0,0.0,0.0,0.0,235.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.19,5.4646365658644855,Follicular,2,0
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,452.0,6.115892125483034,Follicular,3,0
2025-01-31,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,395.0,5.981414211254481,Follicular,4,0
2025-02-01,389.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.04,0.15,0.0,0.0,0.0,1393.0900000000001,7.239997151646737,Follicular,5,1
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,3.4339872044851463,Follicular,1,0
2025-02-05,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,99.95,306.39,520.0,0.0,50.0,0.0,1476.3400000000001,7.297998452384207,Follicular,2,0
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.02,0.0,0.0,0.0,443.02,6.095869606462772,Follicular,3,0
2025-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919.74,2919.74,7.979592287813257,Ovulation,5,1
2025-02-10,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,980.0,6.8885724595653635,Luteal,0,0
2025-02-11,0.0,0.0,0.0,0.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,6.3818160174060985,Luteal,1,0
2025-02-12,1092.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4557.6,0.0,0.0,0.0,90.0,0.0,5739.76,8.655346884730136,Luteal,2,0
2025-02-13,1863.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2063.0,7.6324011266014535,Luteal,3,0
2025-02-14,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,660.5,6306.39,0.0,0.0,81.0,0.0,7547.89,8.92915581156704,Luteal,4,0
2025-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,0.0,0.0,60.0,0.0,163.5,5.1029105702054265,Luteal,5,1
2025-02-17,0.0,0.0,0.0,0.0,173.5,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,190.5,5.254887808620701,Unknown,0,0
2025-02-18,933.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.3,6.83979758579891,Unknown,1,0
2025-02-19,0.0,0.0,144.9,235.0,200.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,1215.9,7.104061920342755,Menstruation,2,0
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.22,0.0,0.0,0.0,250.0,0.0,1008.22,6.916933034247903,Menstruation,3,0
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20012.8,0.0,0.0,0.0,0.0,20012.8,9.904177314595575,Menstruation,4,0
2025-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,0.0,0.0,0.0,624.0,6.437751649736401,Menstruation,5,1
2025-02-24,0.0,0.0,0.0,0.0,0.0,830.5,0.0,0.0,103.5,406.39,0.0,0.0,0.0,0.0,1340.3899999999999,7.201461668739981,Menstruation,0,0
2025-02-25,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,510.0,6.236369590203704,Follicular,1,0
2025-02-26,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,59.99,0.0,0.0,559.99,6.329703080051881,Follicular,2,0
2025-02-27,534.19,0.0,0.0,0.0,0.0,40.0,0.0,0.0,362.27,0.0,779.0,0.0,0.0,0.0,1715.46,7.448019309392898,Follicular,3,0
2025-03-01,7644.95,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8144.95,9.005276150207688,Follicular,5,1
2025-03-03,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,431.0,6.068425588244111,Follicular,0,0
2025-03-04,0.0,0.0,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,350.0,5.860786223465865,Follicular,1,0
2025-03-05,3364.99,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3614.99,8.193120956021517,Follicular,2,0
2025-03-06,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,2199.0,0.0,0.0,0.0,0.0,0.0,2264.0,7.725330037917135,Ovulation,3,0
2025-03-07,0.0,0.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,5.755742213586912,Ovulation,4,0
2025-03-08,0.0,0.0,0.0,0.0,0.0,355.0,0.0,0.0,3212.88,0.0,0.0,0.0,479.3,0.0,4047.1800000000003,8.306022676381863,Luteal,5,1
2025-03-09,0.0,0.0,179.9,0.0,0.0,250.0,0.0,0.0,1498.0,0.0,0.0,0.0,0.0,0.0,1927.9,7.5647051712301945,Luteal,6,1
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1676.0,0.0,0.0,0.0,1676.0,7.424761761823209,Luteal,0,0
2025-03-11,6517.950000000001,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6637.950000000001,8.800709097436092,Luteal,1,0
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,140.0,4.948759890378168,Luteal,2,0
2025-03-13,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,2154.37,0.0,2294.37,7.738649329543664,Luteal,3,0
2025-03-14,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,860.15,0.0,1900.0,0.0,0.0,0.0,2918.15,7.979047756995284,Luteal,4,0
2025-03-15,0.0,0.0,0.0,0.0,500.0,240.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,860.0,6.7580945044277305,Menstruation,5,1
2025-03-16,0.0,0.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,476.0,6.1675164908883415,Menstruation,6,1
2025-03-17,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,555.0,6.320768294250582,Luteal,0,0
2025-03-18,0.0,0.0,0.0,0.0,0.0,355.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355.5,5.8763342398543505,Luteal,1,0
2025-03-19,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,141.0,4.955827057601261,Menstruation,2,0
2025-03-20,0.0,0.0,0.0,0.0,0.0,814.8,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,1082.8,6.988228663132014,Menstruation,3,0
2025-03-21,0.0,0.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,106.39,15.0,0.0,0.0,0.0,407.39,6.012222600192492,Follicular,4,0
2025-03-22,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,51.75,156.39,120.0,0.0,0.0,0.0,588.14,6.378663846409254,Follicular,5,1
2025-03-23,0.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,51.75,426.39,0.0,0.0,0.0,0.0,908.14,6.812499097719865,Follicular,6,1
2025-03-24,0.0,0.0,0.0,0.0,100.0,85.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,225.0,5.420534999272286,Follicular,0,0
2025-03-25,0.0,0.0,0.0,0.0,500.0,70.0,0.0,0.0,0.0,0.0,1708.36,0.0,0.0,0.0,2278.3599999999997,7.731649980789989,Follicular,1,0
2025-03-26,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,1999.0,0.0,0.0,59.99,0.0,0.0,2138.99,7.668556435107782,Follicular,2,0
2025-03-27,0.0,0.0,0.0,0.0,0.0,293.99,0.0,0.0,769.98,0.0,16.0,0.0,0.0,0.0,1079.97,6.985614065172706,Follicular,3,0
2025-03-28,0.0,0.0,0.0,0.0,0.0,458.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.99,6.1312047501164075,Follicular,4,0
2025-03-29,583.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.52,6.370790997606451,Follicular,5,1
2025-04-03,0.0,0.0,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.0,595.0,0.0,0.0,0.0,889.0,6.7912214627261855,Luteal,3,0
2025-04-05,0.0,0.0,0.0,0.0,0.0,152.5,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,172.5,5.156177599386914,Luteal,5,1
2025-04-06,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,350.0,5.860786223465865,Luteal,6,1
2025-04-07,0.0,0.0,0.0,0.0,500.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,6.752270376141742,Luteal,0,0
2025-04-08,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,256.39,38.0,0.0,0.0,0.0,509.39,6.235175139362156,Unknown,1,0
2025-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.39,0.0,0.0,0.0,0.0,226.39,5.4266666049757,Unknown,2,0
2025-04-10,0.0,0.0,0.0,0.0,0.0,1259.8,0.0,0.0,129.99,0.0,0.0,0.0,0.0,0.0,1389.79,7.237627210001444,Unknown,3,0
2025-04-11,0.0,135.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,521.0,6.257667587882639,Menstruation,4,0
